year,city,state,city_tier,population_approx,median_salary_gross_usd_monthly,median_salary_net_usd_monthly,median_salary_gross_usd_annual,national_median_gross_usd_monthly,national_median_gross_usd_annual,national_mean_gross_usd_monthly,fed_min_wage_usd_hourly,salary_to_national_ratio,cpi_annual_pct,cost_of_living_index,rent_1br_city_center_usd,rent_1br_outside_center_usd,meal_cheap_restaurant_usd,groceries_monthly_usd,public_transport_monthly_usd,est_monthly_cost_single_usd,affordability_ratio,rent_to_income_pct,data_source
2016,Madison,Wisconsin,city_medium,269000,3069,2240,36828,3087,37040,4136,7.25,0.994,1.3,56.9,903,705,11,288,50,1378,1.63,23.0,bls_modeled
2017,Madison,Wisconsin,city_medium,269000,3156,2304,37872,3141,37690,4218,7.25,1.005,2.1,57.4,936,744,11,309,49,1439,1.6,23.6,bls_modeled
2018,Madison,Wisconsin,city_medium,269000,3102,2264,37224,3220,38640,4330,7.25,0.963,2.4,58.2,975,769,11,322,53,1484,1.53,24.8,bls_modeled
2019,Madison,Wisconsin,city_medium,269000,3342,2440,40104,3318,39810,4458,7.25,1.007,1.8,57.9,992,740,12,322,53,1477,1.65,22.1,bls_modeled
2020,Madison,Wisconsin,city_medium,269000,3399,2481,40788,3496,41950,4692,7.25,0.972,1.2,58.4,984,803,12,329,52,1548,1.6,23.6,bls_modeled
2021,Madison,Wisconsin,city_medium,269000,3884,2835,46608,3813,45760,4855,7.25,1.019,4.7,57.7,990,828,12,327,57,1582,1.79,21.3,bls_modeled
2022,Madison,Wisconsin,city_medium,269000,3767,2750,45204,3859,46310,5158,7.25,0.976,8.0,58.3,1134,911,12,362,62,1715,1.6,24.2,bls_modeled
2023,Madison,Wisconsin,city_medium,269000,4086,2983,49032,4005,48060,5456,7.25,1.02,4.1,58.5,1187,888,14,371,66,1751,1.7,21.7,bls_modeled
2024,Madison,Wisconsin,city_medium,269000,4054,2959,48648,4167,50000,5660,7.25,0.973,2.9,58.3,1259,927,14,380,63,1800,1.64,22.9,bls_modeled
2010,St. Louis,Missouri,city_large,301000,2577,1881,30924,2820,33840,3622,7.25,0.914,1.6,58.5,1114,856,11,308,55,1543,1.22,33.2,numbeo
2011,St. Louis,Missouri,city_large,301000,2486,1815,29832,2872,34460,3701,7.25,0.866,3.2,59.4,1130,847,12,322,58,1575,1.15,34.1,numbeo
2012,St. Louis,Missouri,city_large,301000,2548,1860,30576,2896,34750,3769,7.25,0.88,2.1,58.5,1220,909,11,338,59,1636,1.14,35.7,numbeo
2013,St. Louis,Missouri,city_large,301000,2587,1889,31044,2923,35080,3870,7.25,0.885,1.5,59.2,1231,865,11,342,59,1598,1.18,33.4,numbeo
2014,St. Louis,Missouri,city_large,301000,2643,1929,31716,2962,35540,3936,7.25,0.892,1.6,59.2,1234,879,12,327,62,1621,1.19,33.3,numbeo
2015,St. Louis,Missouri,city_large,301000,2751,2008,33012,3017,36200,4027,7.25,0.912,0.1,59.3,1234,884,12,340,59,1636,1.23,32.1,numbeo
2016,St. Louis,Missouri,city_large,301000,2715,1982,32580,3087,37040,4136,7.25,0.879,1.3,60.3,1206,940,12,332,61,1688,1.17,34.6,numbeo
2017,St. Louis,Missouri,city_large,301000,2807,2049,33684,3141,37690,4218,7.25,0.894,2.1,60.2,1290,906,13,366,64,1713,1.2,32.3,numbeo
2018,St. Louis,Missouri,city_large,301000,2973,2170,35676,3220,38640,4330,7.25,0.923,2.4,59.8,1239,933,13,347,66,1726,1.26,31.4,numbeo
2019,St. Louis,Missouri,city_large,301000,2974,2171,35688,3318,39810,4458,7.25,0.896,1.8,60.0,1313,1007,13,374,64,1827,1.19,33.9,numbeo
2020,St. Louis,Missouri,city_large,301000,3150,2300,37800,3496,41950,4692,7.25,0.901,1.2,60.1,1281,969,14,373,65,1811,1.27,30.8,numbeo
2021,St. Louis,Missouri,city_large,301000,3527,2575,42324,3813,45760,4855,7.25,0.925,4.7,60.4,1343,1074,13,391,70,1925,1.34,30.5,numbeo
2022,St. Louis,Missouri,city_large,301000,3629,2649,43548,3859,46310,5158,7.25,0.94,8.0,60.1,1468,1127,14,432,77,2056,1.29,31.1,numbeo
2023,St. Louis,Missouri,city_large,301000,3620,2643,43440,4005,48060,5456,7.25,0.904,4.1,61.2,1605,1115,16,448,79,2108,1.25,30.8,numbeo
2024,St. Louis,Missouri,city_large,301000,3834,2799,46008,4167,50000,5660,7.25,0.92,2.9,61.8,1642,1147,15,462,80,2139,1.31,29.9,numbeo
2010,Kansas City,Missouri,city_large,502000,2598,1897,31176,2820,33840,3622,7.25,0.921,1.6,61.1,1085,847,11,315,56,1542,1.23,32.6,numbeo
2011,Kansas City,Missouri,city_large,502000,2685,1960,32220,2872,34460,3701,7.25,0.935,3.2,61.1,1133,896,11,317,56,1597,1.23,33.4,numbeo
2012,Kansas City,Missouri,city_large,502000,2618,1911,31416,2896,34750,3769,7.25,0.904,2.1,60.7,1124,856,12,319,59,1584,1.21,32.7,numbeo
2013,Kansas City,Missouri,city_large,502000,2648,1933,31776,2923,35080,3870,7.25,0.906,1.5,60.9,1200,924,12,338,60,1674,1.15,34.9,numbeo
2014,Kansas City,Missouri,city_large,502000,2819,2058,33828,2962,35540,3936,7.25,0.952,1.6,61.2,1151,952,12,333,62,1700,1.21,33.8,numbeo
2015,Kansas City,Missouri,city_large,502000,2724,1989,32688,3017,36200,4027,7.25,0.903,0.1,61.3,1222,867,12,343,60,1623,1.23,31.8,numbeo
2016,Kansas City,Missouri,city_large,502000,2770,2022,33240,3087,37040,4136,7.25,0.897,1.3,62.4,1225,934,12,355,62,1706,1.19,33.7,numbeo
2017,Kansas City,Missouri,city_large,502000,2834,2069,34008,3141,37690,4218,7.25,0.902,2.1,61.4,1262,911,12,341,64,1673,1.24,32.1,numbeo
2018,Kansas City,Missouri,city_large,502000,2928,2137,35136,3220,38640,4330,7.25,0.909,2.4,62.6,1256,922,12,370,63,1715,1.25,31.5,numbeo
2019,Kansas City,Missouri,city_large,502000,3051,2227,36612,3318,39810,4458,7.25,0.92,1.8,62.3,1336,999,13,373,65,1819,1.22,32.7,numbeo
2020,Kansas City,Missouri,city_large,502000,3288,2400,39456,3496,41950,4692,7.25,0.941,1.2,63.1,1317,1035,13,369,68,1856,1.29,31.5,numbeo
2021,Kansas City,Missouri,city_large,502000,3652,2666,43824,3813,45760,4855,7.25,0.958,4.7,62.1,1403,993,14,373,67,1843,1.45,27.2,numbeo
2022,Kansas City,Missouri,city_large,502000,3560,2599,42720,3859,46310,5158,7.25,0.923,8.0,63.2,1463,1128,15,434,72,2074,1.25,31.7,numbeo
2023,Kansas City,Missouri,city_large,502000,3806,2778,45672,4005,48060,5456,7.25,0.95,4.1,63.5,1617,1190,15,443,80,2159,1.29,31.3,numbeo
2024,Kansas City,Missouri,city_large,502000,3976,2902,47712,4167,50000,5660,7.25,0.954,2.9,63.7,1636,1163,15,442,83,2138,1.36,29.3,numbeo
2010,Omaha,Nebraska,city_large,486000,2602,1899,31224,2820,33840,3622,7.25,0.923,1.6,60.1,1080,875,12,318,54,1591,1.19,33.6,numbeo
2011,Omaha,Nebraska,city_large,486000,2647,1932,31764,2872,34460,3701,7.25,0.922,3.2,60.3,1094,823,12,311,56,1538,1.26,31.1,numbeo
2012,Omaha,Nebraska,city_large,486000,2697,1969,32364,2896,34750,3769,7.25,0.931,2.1,59.6,1133,848,12,342,59,1599,1.23,31.4,numbeo
2013,Omaha,Nebraska,city_large,486000,2689,1963,32268,2923,35080,3870,7.25,0.92,1.5,60.2,1222,937,12,330,61,1680,1.17,34.8,numbeo
2014,Omaha,Nebraska,city_large,486000,2755,2011,33060,2962,35540,3936,7.25,0.93,1.6,60.9,1175,867,13,344,61,1645,1.22,31.5,numbeo
2015,Omaha,Nebraska,city_large,486000,2873,2097,34476,3017,36200,4027,7.25,0.952,0.1,59.9,1235,868,12,345,62,1628,1.29,30.2,numbeo
2016,Omaha,Nebraska,city_large,486000,2949,2153,35388,3087,37040,4136,7.25,0.955,1.3,60.2,1255,879,13,349,62,1665,1.29,29.8,numbeo
2017,Omaha,Nebraska,city_large,486000,2972,2170,35664,3141,37690,4218,7.25,0.946,2.1,61.3,1265,978,12,359,63,1757,1.24,32.9,numbeo
2018,Omaha,Nebraska,city_large,486000,2989,2182,35868,3220,38640,4330,7.25,0.928,2.4,61.0,1283,946,12,358,62,1726,1.26,31.6,numbeo
2019,Omaha,Nebraska,city_large,486000,3073,2243,36876,3318,39810,4458,7.25,0.926,1.8,60.6,1251,949,13,372,66,1769,1.27,30.9,numbeo
2020,Omaha,Nebraska,city_large,486000,3349,2445,40188,3496,41950,4692,7.25,0.958,1.2,61.5,1272,981,13,366,67,1798,1.36,29.3,numbeo
2021,Omaha,Nebraska,city_large,486000,3640,2657,43680,3813,45760,4855,7.25,0.955,4.7,61.6,1352,990,14,393,70,1863,1.43,27.2,numbeo
2022,Omaha,Nebraska,city_large,486000,3737,2728,44844,3859,46310,5158,7.25,0.968,8.0,62.1,1506,1154,15,412,74,2080,1.31,30.9,numbeo
2023,Omaha,Nebraska,city_large,486000,3891,2840,46692,4005,48060,5456,7.25,0.972,4.1,61.6,1545,1112,15,445,80,2083,1.36,28.6,numbeo
2024,Omaha,Nebraska,city_large,486000,3893,2842,46716,4167,50000,5660,7.25,0.934,2.9,62.4,1557,1253,16,450,77,2250,1.26,32.2,numbeo
2010,Des Moines,Iowa,city_medium,214000,2661,1943,31932,2820,33840,3622,7.25,0.944,1.6,55.5,816,677,10,272,46,1299,1.5,25.4,bls_modeled
2011,Des Moines,Iowa,city_medium,214000,2647,1932,31764,2872,34460,3701,7.25,0.922,3.2,55.5,821,696,10,284,48,1336,1.45,26.3,bls_modeled
2012,Des Moines,Iowa,city_medium,214000,2651,1935,31812,2896,34750,3769,7.25,0.915,2.1,55.4,920,719,11,286,48,1383,1.4,27.1,bls_modeled
2013,Des Moines,Iowa,city_medium,214000,2720,1986,32640,2923,35080,3870,7.25,0.931,1.5,55.2,917,712,11,297,48,1389,1.43,26.2,bls_modeled
2014,Des Moines,Iowa,city_medium,214000,2775,2026,33300,2962,35540,3936,7.25,0.937,1.6,56.0,935,733,11,297,48,1411,1.44,26.4,bls_modeled
2015,Des Moines,Iowa,city_medium,214000,2705,1975,32460,3017,36200,4027,7.25,0.897,0.1,56.3,866,715,10,298,48,1374,1.44,26.4,bls_modeled
2016,Des Moines,Iowa,city_medium,214000,2863,2090,34356,3087,37040,4136,7.25,0.927,1.3,55.7,883,716,11,298,50,1399,1.49,25.0,bls_modeled
2017,Des Moines,Iowa,city_medium,214000,2904,2120,34848,3141,37690,4218,7.25,0.925,2.1,56.7,979,758,11,299,51,1445,1.47,26.1,bls_modeled
2018,Des Moines,Iowa,city_medium,214000,2961,2162,35532,3220,38640,4330,7.25,0.92,2.4,55.9,919,735,12,322,53,1470,1.47,24.8,bls_modeled
2019,Des Moines,Iowa,city_medium,214000,3003,2192,36036,3318,39810,4458,7.25,0.905,1.8,56.9,983,764,11,315,53,1474,1.49,25.4,bls_modeled
2020,Des Moines,Iowa,city_medium,214000,3279,2394,39348,3496,41950,4692,7.25,0.938,1.2,57.4,946,751,12,331,55,1501,1.59,22.9,bls_modeled
2021,Des Moines,Iowa,city_medium,214000,3665,2675,43980,3813,45760,4855,7.25,0.961,4.7,57.8,1088,831,12,331,54,1586,1.69,22.7,bls_modeled
2022,Des Moines,Iowa,city_medium,214000,3549,2591,42588,3859,46310,5158,7.25,0.92,8.0,56.8,1066,878,13,364,60,1702,1.52,24.7,bls_modeled
2023,Des Moines,Iowa,city_medium,214000,3734,2726,44808,4005,48060,5456,7.25,0.932,4.1,58.1,1124,913,13,376,65,1760,1.55,24.5,bls_modeled
2024,Des Moines,Iowa,city_medium,214000,3840,2803,46080,4167,50000,5660,7.25,0.922,2.9,57.5,1197,918,14,385,64,1797,1.56,23.9,bls_modeled
2010,Wichita,Kansas,city_medium,397000,2521,1840,30252,2820,33840,3622,7.25,0.894,1.6,55.1,874,679,10,274,44,1301,1.41,26.9,bls_modeled
2011,Wichita,Kansas,city_medium,397000,2570,1876,30840,2872,34460,3701,7.25,0.895,3.2,54.6,894,688,10,286,48,1330,1.41,26.8,bls_modeled
2012,Wichita,Kansas,city_medium,397000,2578,1882,30936,2896,34750,3769,7.25,0.89,2.1,54.2,841,685,10,290,50,1335,1.41,26.6,bls_modeled
2013,Wichita,Kansas,city_medium,397000,2598,1897,31176,2923,35080,3870,7.25,0.889,1.5,55.3,922,685,10,279,47,1323,1.43,26.4,bls_modeled
2014,Wichita,Kansas,city_medium,397000,2755,2011,33060,2962,35540,3936,7.25,0.93,1.6,54.8,882,739,11,294,49,1415,1.42,26.8,bls_modeled
2015,Wichita,Kansas,city_medium,397000,2722,1987,32664,3017,36200,4027,7.25,0.902,0.1,55.5,944,739,10,287,48,1387,1.43,27.1,bls_modeled
2016,Wichita,Kansas,city_medium,397000,2835,2070,34020,3087,37040,4136,7.25,0.918,1.3,55.2,959,750,11,307,50,1442,1.44,26.5,bls_modeled
2017,Wichita,Kansas,city_medium,397000,2899,2116,34788,3141,37690,4218,7.25,0.923,2.1,56.5,966,757,11,301,52,1447,1.46,26.1,bls_modeled
2018,Wichita,Kansas,city_medium,397000,2970,2168,35640,3220,38640,4330,7.25,0.922,2.4,56.1,990,751,11,300,52,1443,1.5,25.3,bls_modeled
2019,Wichita,Kansas,city_medium,397000,2916,2129,34992,3318,39810,4458,7.25,0.879,1.8,56.2,994,782,12,317,53,1514,1.41,26.8,bls_modeled
2020,Wichita,Kansas,city_medium,397000,3243,2367,38916,3496,41950,4692,7.25,0.928,1.2,56.3,993,785,12,329,53,1531,1.55,24.2,bls_modeled
2021,Wichita,Kansas,city_medium,397000,3471,2534,41652,3813,45760,4855,7.25,0.91,4.7,57.4,1019,789,12,340,54,1553,1.63,22.7,bls_modeled
2022,Wichita,Kansas,city_medium,397000,3651,2665,43812,3859,46310,5158,7.25,0.946,8.0,56.7,1121,926,13,359,62,1747,1.53,25.4,bls_modeled
2023,Wichita,Kansas,city_medium,397000,3645,2661,43740,4005,48060,5456,7.25,0.91,4.1,57.0,1186,956,14,364,61,1807,1.47,26.2,bls_modeled
2024,Wichita,Kansas,city_medium,397000,3878,2831,46536,4167,50000,5660,7.25,0.931,2.9,56.9,1239,903,14,375,64,1772,1.6,23.3,bls_modeled
2010,Dallas,Texas,city_large,1304000,2840,2073,34080,2820,33840,3622,7.25,1.007,1.6,69.8,1086,807,12,310,54,1515,1.37,28.4,numbeo
2011,Dallas,Texas,city_large,1304000,2945,2150,35340,2872,34460,3701,7.25,1.025,3.2,70.6,1103,868,11,330,58,1584,1.36,29.5,numbeo
2012,Dallas,Texas,city_large,1304000,2861,2089,34332,2896,34750,3769,7.25,0.988,2.1,70.3,1158,887,12,333,56,1626,1.28,31.0,numbeo
2013,Dallas,Texas,city_large,1304000,2969,2167,35628,2923,35080,3870,7.25,1.016,1.5,70.8,1246,909,12,335,60,1656,1.31,30.6,numbeo
2014,Dallas,Texas,city_large,1304000,2904,2120,34848,2962,35540,3936,7.25,0.98,1.6,70.3,1212,867,12,330,63,1613,1.31,29.9,numbeo
2015,Dallas,Texas,city_large,1304000,3105,2267,37260,3017,36200,4027,7.25,1.029,0.1,71.8,1210,933,12,346,60,1692,1.34,30.0,numbeo
2016,Dallas,Texas,city_large,1304000,3072,2243,36864,3087,37040,4136,7.25,0.995,1.3,70.9,1284,880,12,345,61,1641,1.37,28.6,numbeo
2017,Dallas,Texas,city_large,1304000,3241,2366,38892,3141,37690,4218,7.25,1.032,2.1,71.5,1227,971,12,345,63,1736,1.36,30.0,numbeo
2018,Dallas,Texas,city_large,1304000,3348,2444,40176,3220,38640,4330,7.25,1.04,2.4,72.1,1244,985,13,347,64,1776,1.38,29.4,numbeo
2019,Dallas,Texas,city_large,1304000,3389,2474,40668,3318,39810,4458,7.25,1.021,1.8,72.0,1357,955,12,359,65,1741,1.42,28.2,numbeo
2020,Dallas,Texas,city_large,1304000,3537,2582,42444,3496,41950,4692,7.25,1.012,1.2,71.8,1352,1028,14,364,66,1862,1.39,29.1,numbeo
2021,Dallas,Texas,city_large,1304000,3935,2873,47220,3813,45760,4855,7.25,1.032,4.7,72.3,1341,992,13,393,71,1846,1.56,25.2,numbeo
2022,Dallas,Texas,city_large,1304000,4099,2992,49188,3859,46310,5158,7.25,1.062,8.0,73.2,1523,1130,14,406,73,2029,1.47,27.6,numbeo
2023,Dallas,Texas,city_large,1304000,4211,3074,50532,4005,48060,5456,7.25,1.051,4.1,72.6,1514,1203,16,432,81,2182,1.41,28.6,numbeo
2024,Dallas,Texas,city_large,1304000,4427,3232,53124,4167,50000,5660,7.25,1.062,2.9,72.4,1526,1257,16,435,77,2239,1.44,28.4,numbeo
2010,Houston,Texas,city_large,2304000,2739,1999,32868,2820,33840,3622,7.25,0.971,1.6,69.7,1160,815,11,308,56,1503,1.33,29.8,numbeo
2011,Houston,Texas,city_large,2304000,2812,2053,33744,2872,34460,3701,7.25,0.979,3.2,68.9,1134,865,11,330,58,1581,1.3,30.8,numbeo
2012,Houston,Texas,city_large,2304000,2966,2165,35592,2896,34750,3769,7.25,1.024,2.1,69.9,1160,852,12,323,61,1586,1.37,28.7,numbeo
2013,Houston,Texas,city_large,2304000,2866,2092,34392,2923,35080,3870,7.25,0.98,1.5,69.8,1181,900,12,343,62,1657,1.26,31.4,numbeo
2014,Houston,Texas,city_large,2304000,2951,2154,35412,2962,35540,3936,7.25,0.996,1.6,70.0,1221,951,11,341,62,1687,1.28,32.2,numbeo
2015,Houston,Texas,city_large,2304000,2969,2167,35628,3017,36200,4027,7.25,0.984,0.1,70.3,1187,870,12,354,61,1638,1.32,29.3,numbeo
2016,Houston,Texas,city_large,2304000,3089,2255,37068,3087,37040,4136,7.25,1.001,1.3,70.6,1276,887,12,339,61,1642,1.37,28.7,numbeo
2017,Houston,Texas,city_large,2304000,3189,2328,38268,3141,37690,4218,7.25,1.015,2.1,70.9,1243,897,12,363,64,1681,1.38,28.1,numbeo
2018,Houston,Texas,city_large,2304000,3245,2369,38940,3220,38640,4330,7.25,1.008,2.4,70.9,1249,923,13,367,65,1735,1.37,28.4,numbeo
2019,Houston,Texas,city_large,2304000,3420,2497,41040,3318,39810,4458,7.25,1.031,1.8,70.5,1292,1023,13,358,65,1828,1.37,29.9,numbeo
2020,Houston,Texas,city_large,2304000,3669,2678,44028,3496,41950,4692,7.25,1.049,1.2,71.1,1282,1015,14,364,68,1851,1.45,27.7,numbeo
2021,Houston,Texas,city_large,2304000,4115,3004,49380,3813,45760,4855,7.25,1.079,4.7,72.1,1363,1051,14,384,69,1914,1.57,25.5,numbeo
2022,Houston,Texas,city_large,2304000,3957,2889,47484,3859,46310,5158,7.25,1.025,8.0,70.9,1421,1110,14,434,75,2039,1.42,28.1,numbeo
2023,Houston,Texas,city_large,2304000,4282,3126,51384,4005,48060,5456,7.25,1.069,4.1,72.0,1574,1213,15,424,81,2164,1.44,28.3,numbeo
2024,Houston,Texas,city_large,2304000,4446,3246,53352,4167,50000,5660,7.25,1.067,2.9,72.8,1549,1215,16,433,80,2198,1.48,27.3,numbeo
2010,San Antonio,Texas,city_large,1434000,2507,1830,30084,2820,33840,3622,7.25,0.889,1.6,62.9,1113,876,11,317,57,1574,1.16,34.9,numbeo
2011,San Antonio,Texas,city_large,1434000,2526,1844,30312,2872,34460,3701,7.25,0.88,3.2,62.8,1125,866,12,327,58,1599,1.15,34.3,numbeo
2012,San Antonio,Texas,city_large,1434000,2574,1879,30888,2896,34750,3769,7.25,0.889,2.1,62.7,1230,903,12,340,61,1654,1.14,35.1,numbeo
2013,San Antonio,Texas,city_large,1434000,2686,1961,32232,2923,35080,3870,7.25,0.919,1.5,63.4,1186,907,12,321,61,1641,1.2,33.8,numbeo
2014,San Antonio,Texas,city_large,1434000,2699,1970,32388,2962,35540,3936,7.25,0.911,1.6,63.9,1244,913,13,330,58,1674,1.18,33.8,numbeo
2015,San Antonio,Texas,city_large,1434000,2740,2000,32880,3017,36200,4027,7.25,0.908,0.1,63.6,1209,912,12,328,60,1653,1.21,33.3,numbeo
2016,San Antonio,Texas,city_large,1434000,2745,2004,32940,3087,37040,4136,7.25,0.889,1.3,62.7,1199,880,12,354,61,1650,1.21,32.1,numbeo
2017,San Antonio,Texas,city_large,1434000,2798,2043,33576,3141,37690,4218,7.25,0.891,2.1,63.7,1310,928,12,356,60,1701,1.2,33.2,numbeo
2018,San Antonio,Texas,city_large,1434000,2988,2181,35856,3220,38640,4330,7.25,0.928,2.4,63.3,1286,947,12,363,62,1732,1.26,31.7,numbeo
2019,San Antonio,Texas,city_large,1434000,3105,2267,37260,3318,39810,4458,7.25,0.936,1.8,63.6,1367,936,13,357,67,1742,1.3,30.1,numbeo
2020,San Antonio,Texas,city_large,1434000,3304,2412,39648,3496,41950,4692,7.25,0.945,1.2,64.5,1324,950,14,360,64,1778,1.36,28.8,numbeo
2021,San Antonio,Texas,city_large,1434000,3565,2602,42780,3813,45760,4855,7.25,0.935,4.7,65.2,1411,1038,13,400,71,1899,1.37,29.1,numbeo
2022,San Antonio,Texas,city_large,1434000,3558,2597,42696,3859,46310,5158,7.25,0.922,8.0,64.6,1475,1092,15,407,76,2015,1.29,30.7,numbeo
2023,San Antonio,Texas,city_large,1434000,3750,2738,45000,4005,48060,5456,7.25,0.936,4.1,65.1,1545,1191,16,429,75,2161,1.27,31.8,numbeo
2024,San Antonio,Texas,city_large,1434000,3980,2905,47760,4167,50000,5660,7.25,0.955,2.9,65.1,1539,1166,15,467,81,2164,1.34,29.3,numbeo
2010,Austin,Texas,city_large,978000,3302,2410,39624,2820,33840,3622,7.25,1.171,1.6,78.4,1084,870,11,325,55,1574,1.53,26.3,numbeo
2011,Austin,Texas,city_large,978000,3315,2420,39780,2872,34460,3701,7.25,1.154,3.2,78.3,1125,826,11,316,56,1526,1.59,24.9,numbeo
2012,Austin,Texas,city_large,978000,3534,2580,42408,2896,34750,3769,7.25,1.22,2.1,79.8,1227,862,12,337,56,1605,1.61,24.4,numbeo
2013,Austin,Texas,city_large,978000,3479,2540,41748,2923,35080,3870,7.25,1.19,1.5,79.2,1178,850,12,330,59,1591,1.6,24.4,numbeo
2014,Austin,Texas,city_large,978000,3515,2566,42180,2962,35540,3936,7.25,1.187,1.6,79.7,1260,885,13,332,60,1650,1.56,25.2,numbeo
2015,Austin,Texas,city_large,978000,3642,2659,43704,3017,36200,4027,7.25,1.207,0.1,79.2,1167,948,12,333,61,1695,1.57,26.0,numbeo
2016,Austin,Texas,city_large,978000,3779,2759,45348,3087,37040,4136,7.25,1.224,1.3,80.8,1269,903,12,347,62,1667,1.66,23.9,numbeo
2017,Austin,Texas,city_large,978000,3855,2814,46260,3141,37690,4218,7.25,1.227,2.1,79.6,1247,904,12,365,65,1691,1.66,23.5,numbeo
2018,Austin,Texas,city_large,978000,3842,2805,46104,3220,38640,4330,7.25,1.193,2.4,80.6,1298,926,12,374,63,1723,1.63,24.1,numbeo
2019,Austin,Texas,city_large,978000,4054,2959,48648,3318,39810,4458,7.25,1.222,1.8,80.3,1365,945,13,360,65,1752,1.69,23.3,numbeo
2020,Austin,Texas,city_large,978000,4370,3190,52440,3496,41950,4692,7.25,1.25,1.2,81.3,1273,1026,13,374,67,1851,1.72,23.5,numbeo
2021,Austin,Texas,city_large,978000,4718,3444,56616,3813,45760,4855,7.25,1.237,4.7,80.6,1325,1023,14,402,72,1907,1.81,21.7,numbeo
2022,Austin,Texas,city_large,978000,4917,3589,59004,3859,46310,5158,7.25,1.274,8.0,80.9,1477,1114,16,415,74,2063,1.74,22.7,numbeo
2023,Austin,Texas,city_large,978000,4828,3524,57936,4005,48060,5456,7.25,1.205,4.1,81.2,1628,1201,16,422,76,2165,1.63,24.9,numbeo
2024,Austin,Texas,city_large,978000,5346,3903,64152,4167,50000,5660,7.25,1.283,2.9,82.1,1623,1251,16,463,80,2264,1.72,23.4,numbeo
2010,Fort Worth,Texas,city_large,935000,3332,2432,39984,2820,33840,3622,7.25,1.182,1.6,66.8,1134,813,11,309,54,1500,1.62,24.4,bls_modeled
2011,Fort Worth,Texas,city_large,935000,3360,2453,40320,2872,34460,3701,7.25,1.17,3.2,66.5,1195,892,11,335,56,1611,1.52,26.5,bls_modeled
2012,Fort Worth,Texas,city_large,935000,3449,2518,41388,2896,34750,3769,7.25,1.191,2.1,68.0,1137,863,12,318,60,1591,1.58,25.0,bls_modeled
2013,Fort Worth,Texas,city_large,935000,3437,2509,41244,2923,35080,3870,7.25,1.176,1.5,68.4,1218,871,12,337,60,1620,1.55,25.3,bls_modeled
2014,Fort Worth,Texas,city_large,935000,3379,2467,40548,2962,35540,3936,7.25,1.141,1.6,67.5,1183,884,12,341,61,1639,1.51,26.2,bls_modeled
2015,Fort Worth,Texas,city_large,935000,3474,2536,41688,3017,36200,4027,7.25,1.151,0.1,68.4,1152,885,12,335,60,1633,1.55,25.5,bls_modeled
2016,Fort Worth,Texas,city_large,935000,3601,2629,43212,3087,37040,4136,7.25,1.167,1.3,68.4,1228,919,12,347,62,1683,1.56,25.5,bls_modeled
2017,Fort Worth,Texas,city_large,935000,3775,2756,45300,3141,37690,4218,7.25,1.202,2.1,69.4,1301,941,12,339,64,1701,1.62,24.9,bls_modeled
2018,Fort Worth,Texas,city_large,935000,3810,2781,45720,3220,38640,4330,7.25,1.183,2.4,69.2,1294,975,13,370,63,1788,1.56,25.6,bls_modeled
2019,Fort Worth,Texas,city_large,935000,3893,2842,46716,3318,39810,4458,7.25,1.173,1.8,70.1,1267,1007,13,356,65,1810,1.57,25.9,bls_modeled
2020,Fort Worth,Texas,city_large,935000,4199,3065,50388,3496,41950,4692,7.25,1.201,1.2,69.4,1354,958,13,377,67,1786,1.72,22.8,bls_modeled
2021,Fort Worth,Texas,city_large,935000,4552,3323,54624,3813,45760,4855,7.25,1.194,4.7,70.3,1428,1007,14,376,67,1860,1.79,22.1,bls_modeled
2022,Fort Worth,Texas,city_large,935000,4718,3444,56616,3859,46310,5158,7.25,1.223,8.0,70.3,1442,1074,15,405,74,1993,1.73,22.8,bls_modeled
2023,Fort Worth,Texas,city_large,935000,4972,3630,59664,4005,48060,5456,7.25,1.241,4.1,70.3,1527,1121,16,434,80,2101,1.73,22.5,bls_modeled
2024,Fort Worth,Texas,city_large,935000,5016,3662,60192,4167,50000,5660,7.25,1.204,2.9,70.3,1614,1143,15,448,82,2123,1.72,22.8,bls_modeled
2010,El Paso,Texas,city_medium,678000,3011,2198,36132,2820,33840,3622,7.25,1.068,1.6,57.1,803,689,10,267,46,1306,1.68,22.9,bls_modeled
2011,El Paso,Texas,city_medium,678000,3024,2208,36288,2872,34460,3701,7.25,1.053,3.2,56.6,872,656,10,288,46,1298,1.7,21.7,bls_modeled
2012,El Paso,Texas,city_medium,678000,3035,2216,36420,2896,34750,3769,7.25,1.048,2.1,58.1,837,704,10,294,46,1354,1.64,23.2,bls_modeled
2013,El Paso,Texas,city_medium,678000,3005,2194,36060,2923,35080,3870,7.25,1.028,1.5,58.3,914,710,11,299,50,1391,1.58,23.6,bls_modeled
2014,El Paso,Texas,city_medium,678000,3038,2218,36456,2962,35540,3936,7.25,1.026,1.6,57.5,929,719,10,285,47,1364,1.63,23.7,bls_modeled
2015,El Paso,Texas,city_medium,678000,3205,2340,38460,3017,36200,4027,7.25,1.062,0.1,58.9,944,698,10,293,51,1355,1.73,21.8,bls_modeled
2016,El Paso,Texas,city_medium,678000,3261,2381,39132,3087,37040,4136,7.25,1.056,1.3,58.6,903,755,11,310,49,1449,1.64,23.2,bls_modeled
2017,El Paso,Texas,city_medium,678000,3294,2405,39528,3141,37690,4218,7.25,1.049,2.1,59.3,945,733,11,301,49,1420,1.69,22.3,bls_modeled
